,3399-4058-0-RVRE,1016-2017-0-RVRE,5948-6048-14-RVRE,793-A001-120-G-TIPmvre,1090-E022-60-R-TIPmvre,738-E023-1-R-TIPmvre,1047-4017-14-GVRE,1896-4034-0-HVRE,5855-2060-0-RVRE,635-C003-1-G-TIPmvre,1352-E036-1-G-TIPmvre,3362-E077-30-R-TIPmvre,546-I005-14-R-TIPmvre,5902-1089-0-RVRE,3363-A015-14-R-TIPmvre,7151-3115-0-RVRE,6430-1097-0-RVRE,1537-1034-0-RVRE,824-4018-0-RVRE,1341-E033-1-R-TIPmvre,4133-3066-0-RVRE,5489-2056-0-HVRE,7258-3113-14-RVRE,629-2013-0-RVRE,4030-H021-30-R-TIPmvre,539-1018-0-RVRE,1028-E026-1-R-TIPmvre,4794-5029-0-RVRE,7413-3121-0-RVRE,1053-6004-0-R1VRE,6242-5037-0-RVRE,949-3025-0-RVRE,1096-1026-0-RVRE,1278-1019-30-RVRE,1644-3031-14-RVRE,702-3020-0-RVRE,5080-2051-0-HVRE,1543-4028-0-GVRE,1638-6008-0-RVRE,236-4004-0-RVRE,1137-4020-14-RVRE,219-2005-0-RVRE,711-4015-0-RVRE,4313-6035-0-GVRE,4462-6037-0-RVRE,6077-4098-0-GVRE,1455-4025-0-RVRE,2963-2031-14-RVRE,4922-2049-0-RVRE,5363-2050-14-RVRE,80-2003-0-RVRE,1463-1033-0-HVRE,2471-4044-0-GVRE,2492-6012-14-GVRE,8512-3145-0-RVRE,8088-3137-0-RVRE,8513-3147-0-RVRE,898-4011-30-GVRE,609-6002-30-RVRE,4362-6036-0-RVRE,4693-4077-0-HVRE,4007-5020-0-RVRE,4031-J032-1-G-TIPmvre,2026-4040-0-RVRE,3744-F061-90-G-TIPmvre,7600-3125-0-GVRE,7891-2076-0-OVRE,5232-4088-0-RVRE,217-2001-30-HVRE,5856-4095-0-GVRE,851-5002-0-RVRE,409-1015-0-RVRE,3884-J030-1-G-TIPmvre,3070-L011-1-G-TIPmvre,3686-C018-1-R-TIPmvre,6697-4104-0-GVRE,697-3019-0-RVRE,5827-6047-14-RVRE,4639-1079-0-RVRE,4832-1081-0-GVRE,5541-1082-30-RVRE,1420-2021-0-RVRE,6304-2065-0-RVRE,6651-2067-0-RVRE,1488-4026-0-HVRE,1929-4036-0-GVRE,6950-4109-0-RVRE,2308-2029-0-RVRE,4948-4081-0-RVRE,5954-3098-0-R1VRE,6435-4099-14-GVRE,7053-4107-14-RVRE,4384-3073-0-RVRE,5348-3091-0-RVRE,9019-3156-0-RVRE,1676-4031-0-GVRE,2386-6013-0-R1VRE,3994-6029-0-GVRE,4593-3077-0-RVRE,7583-5041-0-HVRE,621-2007-14-RVRE,5284-6044-0-RVRE,483-2008-0-RVRE,5533-3092-0-HVRE,8303-3140-0-H1VRE,5214-4087-0-HVRE,5924-3095-14-RVRE,4280-2041-14-HVRE,615-3018-0-HVRE,3233-1045-60-H1VRE,905-4021-0-RVRE,5006-5030-0-RVRE,5925-3097-0-HVRE,6648-4103-0-HVRE,4703-4078-0-R1VRE,4902-4076-14-RVRE,729-4016-0-HVRE,6129-1092-0-HVRE,8052-3132-0-HVRE,4784-3082-0-RVRE,1334-2020-0-R1VRE,2886-5012-0-RVRE,6748-6057-0-HVRE,2243-3041-14-RVRE,1889-3036-0-OVRE,4145-6030-14-RVRE,3320-D044-1-R-TIPmvre,4009-E118-14-R-TIPmvre,5261-4089-0-RVRE,5285-6045-0-RVRE,3226-4049-14-RVRE,344-1009-0-HVRE,899-D004-14-G-TIPmvre,3082-3051-0-RVRE,5088-6043-0-HVRE,6988-1099-0-RVRE,3717-G013-14-O-TIPmvre,4143-2042-0-RVRE,3673-4064-0-HVRE,4999-3085-0-HVRE,3743-D050-1-G-TIPmvre,1781-3033-30-RVRE,3890-6028-0-RVRE,3667-E109-14-R-TIPmvre,3672-K017-1-G-TIPmvre,442-1011-14-RVRE,4544-5027-0-RVRE,4786-5025-14-HVRE,8232-2079-0-HVRE,1321-3028-0-RVRE,6429-1096-0-RVRE,6652-3103-14-RVRE
4794-5029-0-RVRE,264,209,209,209,209,209,209,209,209,209,209,209,209,214,209,209,209,209,209,209,209,227,209,209,209,209,1430,2125,1445,1426,1426,1426,1426,1426,1426,1426,1426,1425,1423,1425,1426,1426,1444,1397,1397,1397,1426,1426,1425,1426,1426,1426,1426,1426,1425,1426,1424,1426,1426,1427,1444,1430,1426,1620,1425,1856,1426,1417,1426,1426,1426,1426,1426,1426,1428,1425,1616,1420,1433,1434,1434,494,476,476,494,494,494,494,494,494,494,494,476,476,492,663,663,663,681,681,681,681,663,663,680,681,681,663,663,681,663,681,681,681,661,663,663,1134,674,1847,445,445,445,445,631,631,631,631,631,631,445,438,467,729,729,923,728,725,1825,632,257,277,277,277,281,266,262,262,262,718,263,263
7413-3121-0-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1445,1445,1472,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1441,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1400,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1413,147,44,86,86,86,90,71,71,71,71,68,72,72
1053-6004-0-R1VRE,73,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,1440,1426,1441,1468,1445,1445,1442,1442,1441,1441,1441,1440,1438,1440,1441,1441,1441,1412,1412,1412,1443,1440,1439,1440,1440,1441,1441,1441,1440,1444,1442,1441,1441,1442,1444,1444,1441,1431,1440,1431,1441,1432,1444,1441,1444,1444,1444,1444,1444,1441,1426,1438,1434,1435,1435,33,33,33,33,33,33,33,36,37,36,33,33,33,31,15,12,12,12,15,16,15,15,15,33,12,12,15,15,15,15,15,15,15,12,13,13,487,15,1401,33,33,33,33,15,15,15,15,15,15,33,26,32,317,317,306,316,313,1417,150,44,86,86,86,90,72,72,72,72,69,73,73
6242-5037-0-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1440,1426,1441,1445,1489,1470,1441,1441,1441,1441,1441,1455,1453,1455,1441,1441,1441,1412,1412,1412,1440,1440,1454,1455,1440,1441,1441,1446,1455,1441,1439,1441,1441,1441,1441,1441,1456,1446,1440,1446,1456,1432,1441,1456,1441,1441,1441,1441,1441,1440,1441,1435,1448,1449,1449,33,33,33,33,33,33,33,33,33,33,33,33,33,46,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1400,47,47,47,47,14,14,14,14,14,14,32,40,32,331,331,320,330,327,1413,147,59,101,101,101,105,86,86,86,86,83,87,87
949-3025-0-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1440,1426,1441,1445,1470,1482,1441,1441,1441,1441,1441,1455,1453,1455,1441,1441,1441,1412,1412,1412,1440,1440,1454,1455,1440,1441,1441,1446,1455,1441,1439,1441,1441,1441,1441,1441,1456,1446,1440,1446,1456,1432,1441,1456,1441,1441,1441,1441,1441,1440,1441,1435,1448,1449,1449,33,33,33,33,33,33,33,33,33,33,33,33,33,46,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1400,47,47,47,47,14,14,14,14,14,14,32,40,32,331,331,320,330,327,1413,147,59,101,101,101,106,86,86,86,86,83,87,87
1096-1026-0-RVRE,73,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,1440,1426,1441,1442,1441,1441,1454,1454,1449,1449,1449,1446,1444,1446,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1442,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1441,1426,1435,1434,1435,1435,33,33,33,33,33,33,33,33,34,33,33,33,33,31,12,12,12,12,12,13,12,12,12,30,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1405,33,33,33,33,15,15,15,15,15,15,33,26,32,317,317,306,316,313,1414,147,44,86,86,86,90,72,72,72,72,69,73,73
1278-1019-30-RVRE,73,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,1440,1426,1441,1442,1441,1441,1454,1455,1449,1449,1449,1446,1444,1446,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1442,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1441,1426,1435,1434,1435,1435,33,33,33,33,33,33,33,33,34,33,33,33,33,31,12,12,12,12,12,13,12,12,12,30,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1405,33,33,33,33,15,15,15,15,15,15,33,26,32,317,317,306,316,313,1414,147,44,86,86,86,90,72,72,72,72,69,73,73
1644-3031-14-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1440,1426,1441,1441,1441,1441,1449,1449,1452,1452,1449,1446,1444,1446,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1441,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1404,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1413,147,44,86,86,86,90,71,71,71,71,68,72,72
702-3020-0-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1440,1426,1441,1441,1441,1441,1449,1449,1452,1452,1449,1446,1444,1446,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1441,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1404,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1413,147,44,86,86,86,90,71,71,71,71,68,72,72
5080-2051-0-HVRE,73,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1440,1426,1441,1441,1441,1441,1449,1449,1449,1449,1452,1446,1444,1446,1441,1441,1441,1412,1412,1412,1440,1440,1439,1440,1440,1441,1441,1441,1440,1441,1439,1441,1441,1441,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,13,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1404,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,306,315,312,1413,147,44,87,87,87,90,72,72,72,72,69,73,73
1543-4028-0-GVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1439,1425,1440,1440,1455,1455,1446,1446,1446,1446,1446,1477,1469,1467,1440,1440,1440,1411,1411,1411,1439,1439,1453,1454,1439,1440,1440,1445,1454,1440,1438,1440,1440,1440,1440,1440,1455,1445,1439,1445,1455,1431,1440,1455,1440,1440,1440,1440,1440,1439,1440,1434,1447,1448,1448,32,32,32,32,32,32,32,32,32,32,32,32,32,45,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1402,47,47,47,47,14,14,14,14,14,14,32,40,32,331,331,320,330,327,1413,147,59,101,101,101,105,86,86,86,86,83,87,87
1638-6008-0-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1437,1423,1438,1438,1453,1453,1444,1444,1444,1444,1444,1469,1479,1465,1438,1438,1438,1409,1409,1409,1437,1437,1451,1452,1437,1438,1438,1443,1452,1438,1436,1438,1438,1438,1438,1438,1453,1443,1437,1443,1453,1429,1438,1453,1438,1438,1438,1438,1438,1437,1438,1432,1445,1446,1446,32,32,32,32,32,32,32,32,32,32,32,32,32,45,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1400,47,47,47,47,14,14,14,14,14,14,32,40,32,331,331,320,330,327,1411,147,59,101,101,101,105,86,86,86,86,83,87,87
236-4004-0-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1439,1425,1440,1440,1455,1455,1446,1446,1446,1446,1446,1467,1465,1475,1440,1440,1440,1411,1411,1411,1439,1439,1453,1454,1439,1440,1440,1445,1454,1440,1438,1440,1440,1440,1440,1440,1455,1445,1439,1445,1455,1431,1440,1455,1440,1440,1440,1440,1440,1439,1440,1434,1447,1448,1448,32,32,32,32,32,32,32,32,32,32,32,32,32,45,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1402,47,47,47,47,14,14,14,14,14,14,32,40,32,331,331,320,330,327,1413,147,59,101,101,101,105,86,86,86,86,83,87,87
1137-4020-14-RVRE,74,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1440,1426,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1457,1450,1450,1417,1417,1417,1442,1442,1441,1442,1442,1443,1443,1443,1442,1443,1443,1443,1443,1443,1441,1441,1441,1431,1440,1431,1441,1434,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,14,31,14,14,14,14,14,14,14,14,14,14,15,15,486,14,1402,32,32,32,32,14,14,14,14,14,14,32,27,32,318,318,307,317,314,1413,149,46,88,88,88,92,73,73,73,73,70,74,74
219-2005-0-RVRE,76,20,20,20,20,20,20,20,22,20,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1440,1426,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1450,1458,1455,1419,1419,1419,1442,1442,1441,1442,1442,1443,1443,1443,1444,1443,1443,1443,1443,1443,1441,1441,1441,1431,1442,1431,1441,1434,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,15,17,486,14,1402,32,32,32,32,16,16,16,16,16,16,32,27,32,319,319,308,318,315,1413,150,48,90,90,90,94,75,75,75,75,72,76,76
711-4015-0-RVRE,74,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,20,20,20,20,20,38,20,20,20,20,1440,1444,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1450,1455,1476,1417,1417,1417,1442,1442,1441,1442,1442,1443,1443,1443,1442,1443,1443,1443,1443,1443,1459,1441,1441,1431,1440,1431,1441,1434,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1448,1449,1449,51,33,33,51,51,51,51,51,51,51,51,33,33,51,14,14,14,32,32,32,32,14,14,31,32,32,14,14,32,14,32,32,32,14,15,15,486,26,1402,32,32,32,32,14,14,14,14,14,14,32,27,32,318,318,307,317,314,1413,153,61,88,88,88,92,77,73,73,73,70,74,74
4313-6035-0-GVRE,187,19,19,19,19,19,19,19,21,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1411,1397,1412,1412,1412,1412,1412,1412,1412,1412,1412,1411,1409,1411,1417,1419,1417,1539,1539,1539,1413,1413,1412,1413,1413,1414,1414,1414,1415,1414,1412,1414,1414,1414,1412,1412,1412,1402,1414,1402,1412,1403,1412,1412,1412,1412,1412,1412,1412,1411,1397,1406,1404,1405,1405,69,69,69,69,69,69,69,69,69,69,69,69,69,67,48,48,48,48,48,48,48,48,48,142,48,48,48,48,48,48,48,48,48,48,49,51,520,48,1371,68,68,68,68,30,30,30,30,30,31,68,61,68,333,333,322,332,330,1384,234,60,102,102,102,106,186,186,186,186,183,187,187
4462-6037-0-RVRE,187,19,19,19,19,19,19,19,21,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1411,1397,1412,1412,1412,1412,1412,1412,1412,1412,1412,1411,1409,1411,1417,1419,1417,1539,1539,1539,1413,1413,1412,1413,1413,1414,1414,1414,1415,1414,1412,1414,1414,1414,1412,1412,1412,1402,1414,1402,1412,1403,1412,1412,1412,1412,1412,1412,1412,1411,1397,1406,1404,1405,1405,69,69,69,69,69,69,69,69,69,69,69,69,69,67,48,48,48,48,48,48,48,48,48,142,48,48,48,48,48,48,48,48,48,48,49,51,520,48,1371,68,68,68,68,30,30,30,30,30,31,68,61,68,333,333,322,332,330,1384,234,60,102,102,102,106,186,186,186,186,183,187,187
6077-4098-0-GVRE,187,19,19,19,19,19,19,19,21,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1411,1397,1412,1412,1412,1412,1412,1412,1412,1412,1412,1411,1409,1411,1417,1419,1417,1539,1539,1542,1413,1413,1412,1413,1413,1414,1414,1414,1415,1414,1412,1414,1414,1414,1412,1412,1412,1402,1414,1402,1412,1403,1412,1412,1412,1412,1412,1412,1412,1411,1397,1406,1404,1405,1405,69,69,69,69,69,69,69,69,69,69,69,69,69,67,48,48,48,48,48,48,48,48,48,142,48,48,48,48,48,48,48,48,48,48,49,51,520,48,1371,68,68,68,68,30,30,30,30,30,31,68,61,68,333,333,322,332,330,1384,234,60,102,102,102,106,186,186,186,186,183,187,187
1455-4025-0-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1439,1426,1440,1443,1440,1440,1440,1440,1440,1440,1440,1439,1437,1439,1442,1442,1442,1413,1413,1413,1475,1449,1448,1449,1449,1442,1442,1442,1441,1445,1443,1442,1442,1442,1443,1443,1440,1431,1439,1430,1440,1431,1443,1440,1443,1443,1443,1443,1443,1439,1426,1437,1432,1433,1433,32,32,32,32,32,32,32,35,35,35,32,32,32,30,15,12,12,12,15,15,15,15,15,32,12,12,15,15,15,15,15,15,15,12,13,13,487,15,1399,31,31,31,31,14,14,14,14,14,14,31,24,31,315,315,305,314,311,1415,150,44,86,86,86,90,71,71,71,71,68,72,72
2963-2031-14-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1439,1426,1440,1440,1440,1440,1440,1440,1440,1440,1440,1439,1437,1439,1442,1442,1442,1413,1413,1413,1449,1464,1460,1461,1455,1442,1442,1442,1441,1442,1440,1442,1442,1442,1440,1440,1440,1431,1439,1430,1440,1431,1440,1440,1440,1440,1440,1440,1440,1439,1426,1434,1432,1433,1433,32,32,32,32,32,32,32,32,32,32,32,32,32,30,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1399,31,31,31,31,14,14,14,14,14,14,31,24,31,315,315,305,314,311,1412,147,44,86,86,86,90,71,71,71,71,68,72,72
4922-2049-0-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1439,1425,1439,1439,1454,1454,1439,1439,1439,1439,1439,1453,1451,1453,1441,1441,1441,1412,1412,1412,1448,1460,1478,1478,1454,1441,1441,1446,1456,1441,1439,1441,1441,1441,1439,1439,1454,1445,1438,1444,1454,1430,1439,1454,1439,1439,1439,1439,1439,1438,1440,1433,1446,1447,1447,32,32,32,32,32,32,32,32,32,32,32,32,32,45,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1398,46,46,46,46,14,14,14,14,14,14,31,39,31,330,330,320,329,326,1411,147,59,101,101,101,105,86,86,86,86,83,87,87
5363-2050-14-RVRE,87,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1439,1426,1440,1440,1455,1455,1440,1440,1440,1440,1440,1454,1452,1454,1442,1442,1442,1413,1413,1413,1449,1461,1478,1479,1455,1442,1442,1447,1456,1442,1440,1442,1442,1442,1440,1440,1455,1446,1439,1445,1455,1431,1440,1455,1440,1440,1440,1440,1440,1439,1441,1434,1447,1448,1448,32,32,32,32,32,32,32,32,32,32,32,32,32,45,12,27,27,27,12,12,12,12,12,29,27,27,12,12,12,12,12,12,12,27,28,13,484,12,1399,46,46,46,46,14,14,14,14,14,14,31,39,31,330,330,320,329,326,1412,147,59,101,101,101,105,86,86,86,86,83,87,87
80-2003-0-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1439,1426,1440,1440,1440,1440,1440,1440,1440,1440,1440,1439,1437,1439,1442,1442,1442,1413,1413,1413,1449,1455,1454,1455,1461,1442,1442,1442,1441,1442,1440,1442,1442,1442,1440,1440,1440,1431,1439,1430,1440,1431,1440,1440,1440,1440,1440,1440,1440,1439,1426,1434,1432,1433,1433,32,32,32,32,32,32,32,32,32,32,32,32,32,30,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1399,31,31,31,31,14,14,14,14,14,14,31,24,31,315,315,305,314,311,1412,147,44,86,86,86,90,71,71,71,71,68,72,72
1463-1033-0-HVRE,74,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1440,1426,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1443,1443,1443,1414,1414,1414,1442,1442,1441,1442,1442,1465,1455,1455,1454,1455,1453,1454,1447,1447,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,14,12,12,13,13,484,12,1400,34,32,32,34,14,14,14,14,14,14,32,25,34,318,318,307,317,314,1413,149,46,88,88,88,92,73,73,73,73,70,74,74
2471-4044-0-GVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1440,1426,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1443,1443,1443,1414,1414,1414,1442,1442,1441,1442,1442,1455,1463,1459,1454,1455,1453,1454,1447,1447,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1400,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1413,147,44,86,86,86,90,71,71,71,71,68,72,72
2492-6012-14-GVRE,77,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1440,1426,1441,1441,1446,1446,1441,1441,1441,1441,1441,1445,1443,1445,1443,1443,1443,1414,1414,1414,1442,1442,1446,1447,1442,1455,1459,1469,1459,1455,1453,1454,1447,1447,1441,1441,1446,1436,1440,1436,1446,1432,1441,1446,1441,1441,1441,1441,1441,1440,1431,1435,1438,1439,1439,33,33,33,33,33,33,33,33,33,33,33,33,33,36,12,17,17,17,12,12,12,12,12,29,17,17,12,12,12,12,12,12,12,17,18,13,484,12,1400,37,37,37,37,14,14,14,14,14,14,32,30,32,321,321,310,320,317,1413,147,49,91,91,91,95,76,76,76,76,73,77,77
8512-3145-0-RVRE,89,33,33,33,33,33,33,33,35,33,33,35,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1440,1425,1440,1440,1455,1455,1440,1440,1440,1440,1440,1454,1452,1454,1442,1444,1442,1415,1415,1415,1441,1441,1456,1456,1441,1454,1454,1459,1485,1454,1452,1453,1446,1446,1440,1440,1455,1445,1441,1445,1455,1431,1440,1455,1440,1440,1440,1440,1440,1439,1440,1434,1447,1448,1448,33,33,33,33,33,33,33,33,33,33,33,33,33,46,12,27,27,27,12,12,12,12,12,31,27,27,12,12,12,12,12,12,12,27,28,15,484,12,1399,47,47,47,47,16,16,16,16,16,16,32,40,32,331,331,320,330,327,1412,148,61,103,103,103,107,88,88,88,88,85,89,89
8088-3137-0-RVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1440,1426,1441,1444,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1443,1443,1443,1414,1414,1414,1445,1442,1441,1442,1442,1455,1455,1455,1454,1479,1477,1454,1447,1447,1444,1444,1441,1431,1440,1431,1441,1432,1444,1441,1444,1444,1444,1444,1444,1440,1426,1438,1433,1434,1434,33,33,33,33,33,33,33,36,36,36,33,33,33,31,15,12,12,12,15,15,15,15,15,32,12,12,15,15,15,15,15,15,15,12,13,13,487,15,1400,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1416,150,44,86,86,86,90,71,71,71,71,68,72,72
8513-3147-0-RVRE,222,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,1438,1424,1439,1442,1439,1439,1439,1439,1439,1439,1439,1438,1436,1438,1443,1443,1443,1412,1412,1412,1443,1440,1439,1440,1440,1453,1453,1453,1452,1477,1629,1452,1445,1445,1442,1442,1439,1429,1438,1429,1439,1582,1442,1439,1442,1442,1442,1442,1442,1438,1425,1437,1432,1433,1433,31,31,31,31,31,31,31,34,34,34,31,31,31,178,163,160,160,160,163,163,163,163,163,180,160,160,163,163,163,163,163,163,163,160,161,161,635,163,1548,31,31,31,31,13,13,13,13,13,13,31,175,31,464,464,453,463,460,1415,298,192,234,234,234,238,219,219,219,219,216,220,220
898-4011-30-GVRE,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1440,1426,1441,1441,1441,1441,1441,1441,1441,1441,1441,1440,1438,1440,1443,1443,1443,1414,1414,1414,1442,1442,1441,1442,1442,1454,1454,1454,1453,1454,1452,1462,1447,1447,1441,1441,1441,1431,1440,1431,1441,1432,1441,1441,1441,1441,1441,1441,1441,1440,1426,1435,1433,1434,1434,33,33,33,33,33,33,33,33,33,33,33,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1400,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1413,147,44,86,86,86,90,71,71,71,71,68,72,72
