,3399-4058-0-RVRE,1016-2017-0-RVRE,5948-6048-14-RVRE,793-A001-120-G-TIPmvre,1090-E022-60-R-TIPmvre,738-E023-1-R-TIPmvre,1047-4017-14-GVRE,1896-4034-0-HVRE,5855-2060-0-RVRE,635-C003-1-G-TIPmvre,1352-E036-1-G-TIPmvre,3362-E077-30-R-TIPmvre,546-I005-14-R-TIPmvre,5902-1089-0-RVRE,3363-A015-14-R-TIPmvre,7151-3115-0-RVRE,6430-1097-0-RVRE,1537-1034-0-RVRE,824-4018-0-RVRE,1341-E033-1-R-TIPmvre,4133-3066-0-RVRE,5489-2056-0-HVRE,7258-3113-14-RVRE,629-2013-0-RVRE,4030-H021-30-R-TIPmvre,539-1018-0-RVRE,1028-E026-1-R-TIPmvre,4794-5029-0-RVRE,7413-3121-0-RVRE,1053-6004-0-R1VRE,6242-5037-0-RVRE,949-3025-0-RVRE,1096-1026-0-RVRE,1278-1019-30-RVRE,1644-3031-14-RVRE,702-3020-0-RVRE,5080-2051-0-HVRE,1543-4028-0-GVRE,1638-6008-0-RVRE,236-4004-0-RVRE,1137-4020-14-RVRE,219-2005-0-RVRE,711-4015-0-RVRE,4313-6035-0-GVRE,4462-6037-0-RVRE,6077-4098-0-GVRE,1455-4025-0-RVRE,2963-2031-14-RVRE,4922-2049-0-RVRE,5363-2050-14-RVRE,80-2003-0-RVRE,1463-1033-0-HVRE,2471-4044-0-GVRE,2492-6012-14-GVRE,8512-3145-0-RVRE,8088-3137-0-RVRE,8513-3147-0-RVRE,898-4011-30-GVRE,609-6002-30-RVRE,4362-6036-0-RVRE,4693-4077-0-HVRE,4007-5020-0-RVRE,4031-J032-1-G-TIPmvre,2026-4040-0-RVRE,3744-F061-90-G-TIPmvre,7600-3125-0-GVRE,7891-2076-0-OVRE,5232-4088-0-RVRE,217-2001-30-HVRE,5856-4095-0-GVRE,851-5002-0-RVRE,409-1015-0-RVRE,3884-J030-1-G-TIPmvre,3070-L011-1-G-TIPmvre,3686-C018-1-R-TIPmvre,6697-4104-0-GVRE,697-3019-0-RVRE,5827-6047-14-RVRE,4639-1079-0-RVRE,4832-1081-0-GVRE,5541-1082-30-RVRE,1420-2021-0-RVRE,6304-2065-0-RVRE,6651-2067-0-RVRE,1488-4026-0-HVRE,1929-4036-0-GVRE,6950-4109-0-RVRE,2308-2029-0-RVRE,4948-4081-0-RVRE,5954-3098-0-R1VRE,6435-4099-14-GVRE,7053-4107-14-RVRE,4384-3073-0-RVRE,5348-3091-0-RVRE,9019-3156-0-RVRE,1676-4031-0-GVRE,2386-6013-0-R1VRE,3994-6029-0-GVRE,4593-3077-0-RVRE,7583-5041-0-HVRE,621-2007-14-RVRE,5284-6044-0-RVRE,483-2008-0-RVRE,5533-3092-0-HVRE,8303-3140-0-H1VRE,5214-4087-0-HVRE,5924-3095-14-RVRE,4280-2041-14-HVRE,615-3018-0-HVRE,3233-1045-60-H1VRE,905-4021-0-RVRE,5006-5030-0-RVRE,5925-3097-0-HVRE,6648-4103-0-HVRE,4703-4078-0-R1VRE,4902-4076-14-RVRE,729-4016-0-HVRE,6129-1092-0-HVRE,8052-3132-0-HVRE,4784-3082-0-RVRE,1334-2020-0-R1VRE,2886-5012-0-RVRE,6748-6057-0-HVRE,2243-3041-14-RVRE,1889-3036-0-OVRE,4145-6030-14-RVRE,3320-D044-1-R-TIPmvre,4009-E118-14-R-TIPmvre,5261-4089-0-RVRE,5285-6045-0-RVRE,3226-4049-14-RVRE,344-1009-0-HVRE,899-D004-14-G-TIPmvre,3082-3051-0-RVRE,5088-6043-0-HVRE,6988-1099-0-RVRE,3717-G013-14-O-TIPmvre,4143-2042-0-RVRE,3673-4064-0-HVRE,4999-3085-0-HVRE,3743-D050-1-G-TIPmvre,1781-3033-30-RVRE,3890-6028-0-RVRE,3667-E109-14-R-TIPmvre,3672-K017-1-G-TIPmvre,442-1011-14-RVRE,4544-5027-0-RVRE,4786-5025-14-HVRE,8232-2079-0-HVRE,1321-3028-0-RVRE,6429-1096-0-RVRE,6652-3103-14-RVRE
7413-3121-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3279,3087,3306,3274,3260,3259,3274,3274,3275,3275,3274,3259,3257,3259,3273,3271,3273,3134,3134,3134,3274,3274,3258,3259,3274,3273,3275,3270,3257,3275,3124,3275,3275,3273,3275,3271,3260,3060,3272,3245,3260,3068,3275,3260,3275,3275,3275,3275,3273,3273,3048,3269,3250,3251,3251,1738,1738,1738,1738,1738,1738,1732,1738,1737,1738,1738,1736,1738,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3039,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3214,453,335,439,439,439,445,57,57,57,57,44,50,50
1053-6004-0-R1VRE,23,391,391,391,391,391,391,391,390,391,391,388,391,391,391,391,391,391,391,391,391,391,391,391,393,394,3273,3067,3274,3300,3263,3262,3274,3274,3274,3274,3273,3258,3256,3258,3272,3270,3272,3133,3133,3133,3276,3273,3257,3258,3273,3272,3274,3269,3256,3277,3126,3274,3274,3273,3277,3273,3259,3059,3271,3244,3259,3067,3277,3259,3277,3277,3277,3277,3275,3273,3047,3271,3250,3251,3251,1737,1737,1737,1737,1737,1737,1731,1740,1740,1740,1737,1735,1737,1574,1331,1313,1313,1313,1331,1330,1331,1331,1331,1261,1313,1313,1331,1331,1331,1331,1330,1329,1331,1313,1322,1336,1811,1328,3039,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1726,1767,1768,1562,1770,1766,3217,455,334,438,438,438,444,57,57,57,57,44,50,50
6242-5037-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3259,3053,3260,3263,3295,3274,3259,3259,3260,3260,3259,3259,3257,3259,3258,3256,3258,3119,3119,3119,3259,3259,3258,3259,3259,3258,3260,3260,3257,3260,3109,3260,3260,3258,3260,3256,3260,3060,3257,3245,3260,3053,3260,3260,3260,3260,3260,3260,3258,3258,3048,3254,3250,3251,3251,1723,1723,1723,1723,1723,1723,1717,1723,1722,1723,1723,1721,1723,1575,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3024,1711,1713,1713,1711,678,678,686,678,678,678,1710,1524,1712,1767,1768,1562,1770,1766,3199,438,335,439,439,439,445,57,57,57,57,44,50,50
949-3025-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3258,3053,3259,3262,3274,3286,3258,3258,3259,3259,3258,3258,3256,3258,3257,3255,3257,3118,3118,3118,3258,3258,3257,3258,3258,3257,3259,3259,3256,3259,3108,3259,3259,3257,3259,3255,3259,3059,3256,3245,3259,3052,3259,3259,3259,3259,3259,3259,3257,3257,3047,3253,3249,3250,3250,1723,1723,1723,1723,1723,1723,1717,1723,1722,1723,1723,1721,1723,1575,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3024,1711,1713,1713,1711,678,678,686,678,678,678,1710,1524,1712,1767,1768,1562,1770,1766,3199,438,334,439,439,439,446,57,57,57,57,44,50,50
1096-1026-0-RVRE,23,391,391,391,391,391,391,391,390,391,391,388,391,391,391,391,391,391,391,391,391,391,391,391,393,394,3273,3067,3274,3274,3259,3258,3286,3286,3282,3282,3281,3264,3262,3264,3272,3270,3272,3133,3133,3133,3273,3273,3257,3258,3273,3272,3274,3269,3256,3274,3123,3274,3274,3273,3274,3270,3259,3059,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3273,3047,3268,3250,3251,3251,1737,1737,1737,1737,1737,1737,1731,1737,1737,1737,1737,1735,1737,1574,1328,1313,1313,1313,1328,1327,1328,1328,1328,1258,1313,1313,1328,1328,1328,1328,1327,1326,1328,1313,1322,1336,1808,1325,3043,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1726,1767,1768,1562,1770,1766,3214,452,334,438,438,438,444,57,57,57,57,44,50,50
1278-1019-30-RVRE,23,391,391,391,391,391,391,391,390,391,391,388,391,391,391,391,391,391,391,391,391,391,391,391,393,394,3273,3067,3274,3274,3259,3258,3286,3287,3282,3282,3281,3264,3262,3264,3272,3270,3272,3133,3133,3133,3273,3273,3257,3258,3273,3272,3274,3269,3256,3274,3123,3274,3274,3273,3274,3270,3259,3059,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3273,3047,3268,3250,3251,3251,1737,1737,1737,1737,1737,1737,1731,1737,1737,1737,1737,1735,1737,1574,1328,1313,1313,1313,1328,1327,1328,1328,1328,1258,1313,1313,1328,1328,1328,1328,1327,1326,1328,1313,1322,1336,1808,1325,3043,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1726,1767,1768,1562,1770,1766,3214,452,334,438,438,438,444,57,57,57,57,44,50,50
1644-3031-14-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3274,3068,3275,3274,3260,3259,3282,3282,3286,3286,3282,3265,3263,3265,3273,3271,3273,3134,3134,3134,3274,3274,3258,3259,3274,3273,3275,3270,3257,3275,3124,3275,3275,3273,3275,3271,3260,3060,3272,3245,3260,3068,3275,3260,3275,3275,3275,3275,3273,3273,3048,3269,3250,3251,3251,1738,1738,1738,1738,1738,1738,1732,1738,1737,1738,1738,1736,1738,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3043,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3214,453,335,439,439,439,445,57,57,57,57,44,50,50
702-3020-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3274,3068,3275,3274,3260,3259,3282,3282,3286,3286,3282,3265,3263,3265,3273,3271,3273,3134,3134,3134,3274,3274,3258,3259,3274,3273,3275,3270,3257,3275,3124,3275,3275,3273,3275,3271,3260,3060,3272,3245,3260,3068,3275,3260,3275,3275,3275,3275,3273,3273,3048,3269,3250,3251,3251,1738,1738,1738,1738,1738,1738,1732,1738,1737,1738,1738,1736,1738,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3043,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3214,453,335,439,439,439,445,57,57,57,57,44,50,50
5080-2051-0-HVRE,23,392,392,392,392,392,392,392,390,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3273,3067,3274,3273,3259,3258,3281,3281,3282,3282,3284,3264,3262,3264,3272,3270,3272,3133,3133,3133,3273,3273,3257,3258,3273,3272,3274,3269,3256,3274,3123,3274,3274,3272,3274,3270,3259,3059,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3272,3047,3268,3249,3250,3250,1737,1737,1737,1737,1737,1737,1731,1737,1736,1737,1737,1735,1737,1574,1328,1313,1313,1313,1328,1327,1328,1328,1328,1257,1313,1313,1328,1328,1328,1328,1327,1326,1328,1313,1322,1336,1808,1325,3042,1710,1712,1712,1710,692,692,700,692,692,692,1724,1523,1726,1766,1767,1562,1769,1765,3213,452,334,439,439,439,444,57,57,57,57,44,50,50
1543-4028-0-GVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3258,3052,3259,3258,3259,3258,3264,3264,3265,3265,3264,3281,3273,3271,3257,3255,3257,3118,3118,3118,3258,3258,3257,3258,3258,3257,3259,3259,3256,3259,3108,3259,3259,3257,3259,3255,3259,3059,3256,3244,3259,3052,3259,3259,3259,3259,3259,3259,3257,3257,3047,3253,3249,3250,3250,1722,1722,1722,1722,1722,1722,1716,1722,1721,1722,1722,1720,1722,1574,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3026,1711,1713,1713,1711,678,678,686,678,678,678,1710,1524,1712,1767,1768,1562,1770,1766,3199,438,335,439,439,439,445,57,57,57,57,44,50,50
1638-6008-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3256,3050,3257,3256,3257,3256,3262,3262,3263,3263,3262,3273,3283,3269,3255,3253,3255,3116,3116,3116,3256,3256,3255,3256,3256,3255,3257,3257,3254,3257,3106,3257,3257,3255,3257,3253,3257,3057,3254,3242,3257,3050,3257,3257,3257,3257,3257,3257,3255,3255,3045,3251,3247,3248,3248,1722,1722,1722,1722,1722,1722,1716,1722,1721,1722,1722,1720,1722,1574,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3024,1711,1713,1713,1711,678,678,686,678,678,678,1710,1524,1712,1767,1768,1562,1770,1766,3197,438,335,439,439,439,445,57,57,57,57,44,50,50
236-4004-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3258,3052,3259,3258,3259,3258,3264,3264,3265,3265,3264,3271,3269,3279,3257,3255,3257,3118,3118,3118,3258,3258,3257,3258,3258,3257,3259,3259,3256,3259,3108,3259,3259,3257,3259,3255,3259,3059,3256,3244,3259,3052,3259,3259,3259,3259,3259,3259,3257,3257,3047,3253,3249,3250,3250,1722,1722,1722,1722,1722,1722,1716,1722,1721,1722,1722,1720,1722,1574,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3026,1711,1713,1713,1711,678,678,686,678,678,678,1710,1524,1712,1767,1768,1562,1770,1766,3199,438,335,439,439,439,445,57,57,57,57,44,50,50
1137-4020-14-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3272,3066,3273,3272,3258,3257,3272,3272,3273,3273,3272,3257,3255,3257,3287,3278,3280,3137,3137,3137,3274,3274,3258,3259,3274,3273,3275,3270,3257,3275,3126,3275,3275,3273,3273,3269,3258,3058,3270,3243,3258,3068,3273,3258,3273,3273,3273,3273,3271,3271,3046,3267,3248,3249,3249,1736,1736,1736,1736,1736,1736,1730,1736,1735,1736,1736,1734,1736,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3039,1709,1711,1711,1709,691,691,699,691,691,691,1723,1524,1725,1767,1768,1562,1770,1766,3212,453,335,439,439,439,445,57,57,57,57,44,50,50
219-2005-0-RVRE,23,390,390,390,390,390,390,390,391,390,390,389,390,390,390,390,390,390,390,390,390,390,390,389,392,393,3270,3064,3271,3270,3256,3255,3270,3270,3271,3271,3270,3255,3253,3255,3278,3284,3283,3137,3137,3137,3272,3272,3256,3257,3272,3271,3273,3268,3257,3273,3124,3273,3273,3271,3271,3267,3256,3056,3270,3241,3256,3066,3271,3256,3271,3271,3271,3271,3269,3269,3044,3265,3246,3247,3247,1734,1734,1734,1734,1734,1734,1728,1734,1733,1734,1734,1732,1734,1573,1327,1312,1312,1312,1327,1325,1327,1327,1327,1258,1312,1312,1327,1327,1327,1327,1326,1325,1327,1312,1321,1337,1807,1324,3037,1707,1709,1709,1707,691,691,699,691,691,691,1721,1522,1723,1766,1767,1561,1769,1765,3210,452,335,439,439,439,445,57,57,57,57,44,50,50
711-4015-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,398,392,392,392,392,392,392,392,411,392,391,394,395,3272,3085,3273,3272,3258,3257,3272,3272,3273,3273,3272,3257,3255,3257,3280,3283,3307,3137,3137,3137,3274,3274,3258,3259,3274,3273,3275,3270,3257,3275,3126,3275,3275,3273,3292,3269,3258,3058,3270,3243,3258,3068,3273,3258,3273,3273,3273,3273,3271,3271,3046,3267,3263,3264,3264,1755,1736,1736,1755,1755,1755,1749,1755,1754,1755,1755,1734,1736,1594,1329,1314,1314,1333,1348,1346,1348,1329,1329,1258,1333,1333,1329,1329,1348,1329,1347,1346,1348,1314,1323,1337,1809,1338,3039,1709,1711,1711,1709,691,691,699,691,691,691,1723,1524,1725,1767,1768,1562,1770,1766,3212,457,350,439,439,439,445,61,57,57,57,44,50,50
4313-6035-0-GVRE,29,281,281,281,281,281,281,281,282,281,281,280,281,281,281,281,281,281,281,281,281,281,281,280,283,284,3133,2927,3134,3133,3119,3118,3133,3133,3134,3134,3133,3118,3116,3118,3137,3137,3137,3152,3152,3152,3135,3135,3119,3120,3135,3134,3136,3131,3120,3136,2985,3136,3136,3134,3134,3130,3119,2919,3134,3104,3119,2927,3134,3119,3134,3134,3134,3134,3132,3132,2907,3128,3109,3110,3110,1662,1662,1662,1662,1662,1662,1656,1662,1661,1662,1662,1660,1662,1499,1253,1238,1238,1238,1253,1251,1253,1253,1253,1262,1238,1238,1253,1253,1253,1253,1252,1251,1253,1238,1247,1263,1733,1250,2898,1635,1637,1637,1635,597,597,605,597,597,598,1649,1448,1651,1674,1675,1469,1677,1674,3073,430,239,343,343,343,349,63,63,63,63,50,56,56
4462-6037-0-RVRE,29,281,281,281,281,281,281,281,282,281,281,280,281,281,281,281,281,281,281,281,281,281,281,280,283,284,3133,2927,3134,3133,3119,3118,3133,3133,3134,3134,3133,3118,3116,3118,3137,3137,3137,3152,3152,3152,3135,3135,3119,3120,3135,3134,3136,3131,3120,3136,2985,3136,3136,3134,3134,3130,3119,2919,3134,3104,3119,2927,3134,3119,3134,3134,3134,3134,3132,3132,2907,3128,3109,3110,3110,1662,1662,1662,1662,1662,1662,1656,1662,1661,1662,1662,1660,1662,1499,1253,1238,1238,1238,1253,1251,1253,1253,1253,1262,1238,1238,1253,1253,1253,1253,1252,1251,1253,1238,1247,1263,1733,1250,2898,1635,1637,1637,1635,597,597,605,597,597,598,1649,1448,1651,1674,1675,1469,1677,1674,3073,430,239,343,343,343,349,63,63,63,63,50,56,56
6077-4098-0-GVRE,29,281,281,281,281,281,281,281,282,281,281,280,281,281,281,281,281,281,281,281,281,281,281,280,283,284,3133,2927,3134,3133,3119,3118,3133,3133,3134,3134,3133,3118,3116,3118,3137,3137,3137,3152,3152,3155,3135,3135,3119,3120,3135,3134,3136,3131,3120,3136,2985,3136,3136,3134,3134,3130,3119,2919,3134,3104,3119,2927,3134,3119,3134,3134,3134,3134,3132,3132,2907,3128,3109,3110,3110,1662,1662,1662,1662,1662,1662,1656,1662,1661,1662,1662,1660,1662,1499,1253,1238,1238,1238,1253,1251,1253,1253,1253,1262,1238,1238,1253,1253,1253,1253,1252,1251,1253,1238,1247,1263,1733,1250,2898,1635,1637,1637,1635,597,597,605,597,597,598,1649,1448,1651,1674,1675,1469,1677,1674,3073,430,239,343,343,343,349,63,63,63,63,50,56,56
1455-4025-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3273,3068,3274,3276,3259,3258,3273,3273,3274,3274,3273,3258,3256,3258,3274,3272,3274,3135,3135,3135,3309,3283,3267,3268,3283,3274,3276,3271,3258,3279,3128,3276,3276,3274,3277,3273,3259,3060,3271,3244,3259,3067,3277,3259,3277,3277,3277,3277,3275,3272,3048,3271,3249,3250,3250,1737,1737,1737,1737,1737,1737,1731,1740,1739,1740,1737,1735,1737,1574,1332,1314,1314,1314,1332,1330,1332,1332,1332,1261,1314,1314,1332,1332,1332,1332,1331,1330,1332,1314,1323,1337,1812,1329,3038,1710,1712,1712,1710,693,693,701,693,693,693,1724,1523,1726,1766,1767,1562,1769,1765,3216,456,335,439,439,439,445,57,57,57,57,44,50,50
2963-2031-14-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3273,3068,3274,3273,3259,3258,3273,3273,3274,3274,3273,3258,3256,3258,3274,3272,3274,3135,3135,3135,3283,3298,3279,3280,3289,3274,3276,3271,3258,3276,3125,3276,3276,3274,3274,3270,3259,3060,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3272,3048,3268,3249,3250,3250,1737,1737,1737,1737,1737,1737,1731,1737,1736,1737,1737,1735,1737,1574,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3038,1710,1712,1712,1710,693,693,701,693,693,693,1724,1523,1726,1766,1767,1562,1769,1765,3213,453,335,439,439,439,445,57,57,57,57,44,50,50
4922-2049-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3258,3052,3258,3257,3258,3257,3257,3257,3258,3258,3257,3257,3255,3257,3258,3256,3258,3119,3119,3119,3267,3279,3282,3282,3273,3258,3260,3260,3258,3260,3109,3260,3260,3258,3258,3254,3258,3059,3255,3243,3258,3051,3258,3258,3258,3258,3258,3258,3256,3256,3047,3252,3248,3249,3249,1722,1722,1722,1722,1722,1722,1716,1722,1721,1722,1722,1720,1722,1574,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3022,1710,1712,1712,1710,678,678,686,678,678,678,1709,1523,1711,1766,1767,1562,1769,1765,3197,438,335,439,439,439,445,57,57,57,57,44,50,50
5363-2050-14-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3258,3053,3259,3258,3259,3258,3258,3258,3259,3259,3258,3258,3256,3258,3259,3257,3259,3120,3120,3120,3268,3280,3282,3283,3274,3259,3261,3261,3258,3261,3110,3261,3261,3259,3259,3255,3259,3060,3256,3244,3259,3052,3259,3259,3259,3259,3259,3259,3257,3257,3048,3253,3249,3250,3250,1722,1722,1722,1722,1722,1722,1716,1722,1721,1722,1722,1720,1722,1574,1314,1314,1314,1314,1314,1312,1314,1314,1314,1243,1314,1314,1314,1314,1314,1314,1313,1312,1314,1314,1323,1322,1794,1311,3023,1710,1712,1712,1710,678,678,686,678,678,678,1709,1523,1711,1766,1767,1562,1769,1765,3198,438,335,439,439,439,445,57,57,57,57,44,50,50
80-2003-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3273,3068,3274,3273,3259,3258,3273,3273,3274,3274,3273,3258,3256,3258,3274,3272,3274,3135,3135,3135,3283,3289,3273,3274,3295,3274,3276,3271,3258,3276,3125,3276,3276,3274,3274,3270,3259,3060,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3272,3048,3268,3249,3250,3250,1737,1737,1737,1737,1737,1737,1731,1737,1736,1737,1737,1735,1737,1574,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3038,1710,1712,1712,1710,693,693,701,693,693,693,1724,1523,1726,1766,1767,1562,1769,1765,3213,453,335,439,439,439,445,57,57,57,57,44,50,50
1463-1033-0-HVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3272,3066,3273,3272,3258,3257,3272,3272,3273,3273,3272,3257,3255,3257,3273,3271,3273,3134,3134,3134,3274,3274,3258,3259,3274,3295,3287,3282,3269,3287,3136,3286,3279,3277,3273,3269,3258,3058,3270,3243,3258,3066,3273,3258,3273,3273,3273,3273,3271,3271,3046,3267,3248,3249,3249,1736,1736,1736,1736,1736,1736,1730,1736,1735,1736,1736,1734,1736,1573,1327,1312,1312,1312,1327,1325,1327,1327,1327,1256,1312,1312,1327,1327,1327,1327,1326,1327,1327,1312,1321,1335,1807,1324,3037,1711,1711,1711,1711,691,691,699,691,691,691,1723,1522,1727,1767,1768,1562,1770,1766,3212,453,335,439,439,439,445,57,57,57,57,44,50,50
2471-4044-0-GVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3274,3068,3275,3274,3260,3259,3274,3274,3275,3275,3274,3259,3257,3259,3275,3273,3275,3136,3136,3136,3276,3276,3260,3261,3276,3287,3297,3288,3271,3289,3138,3288,3281,3279,3275,3271,3260,3060,3272,3245,3260,3068,3275,3260,3275,3275,3275,3275,3273,3273,3048,3269,3250,3251,3251,1738,1738,1738,1738,1738,1738,1732,1738,1737,1738,1738,1736,1738,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3039,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3214,453,335,439,439,439,445,57,57,57,57,44,50,50
2492-6012-14-GVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3269,3063,3270,3269,3260,3259,3269,3269,3270,3270,3269,3259,3257,3259,3270,3268,3270,3131,3131,3131,3271,3271,3260,3261,3271,3282,3288,3293,3271,3284,3133,3283,3276,3274,3270,3266,3260,3060,3267,3245,3260,3063,3270,3260,3270,3270,3270,3270,3268,3268,3048,3264,3250,3251,3251,1733,1733,1733,1733,1733,1733,1727,1733,1732,1733,1733,1731,1733,1575,1324,1314,1314,1314,1324,1322,1324,1324,1324,1253,1314,1314,1324,1324,1324,1324,1323,1322,1324,1314,1323,1332,1804,1321,3034,1711,1713,1713,1711,688,688,696,688,688,688,1720,1524,1722,1767,1768,1562,1770,1766,3209,448,335,439,439,439,445,57,57,57,57,44,50,50
8512-3145-0-RVRE,23,390,390,390,390,390,390,390,391,390,390,389,390,390,390,390,390,390,390,390,390,390,390,389,392,393,3257,3050,3257,3256,3257,3256,3256,3256,3257,3257,3256,3256,3254,3256,3257,3257,3257,3120,3120,3120,3258,3258,3258,3258,3258,3269,3271,3271,3285,3271,3120,3270,3263,3261,3257,3253,3257,3057,3256,3242,3257,3050,3257,3257,3257,3257,3257,3257,3255,3255,3045,3251,3247,3248,3248,1721,1721,1721,1721,1721,1721,1715,1721,1720,1721,1721,1719,1721,1573,1312,1312,1312,1312,1312,1310,1312,1312,1312,1243,1312,1312,1312,1312,1312,1312,1311,1310,1312,1312,1321,1322,1792,1309,3021,1709,1711,1711,1709,678,678,686,678,678,678,1708,1522,1710,1765,1766,1560,1768,1764,3196,437,335,439,439,439,445,57,57,57,57,44,50,50
8088-3137-0-RVRE,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3274,3068,3275,3277,3260,3259,3274,3274,3275,3275,3274,3259,3257,3259,3275,3273,3275,3136,3136,3136,3279,3276,3260,3261,3276,3287,3289,3284,3271,3313,3162,3288,3281,3279,3278,3274,3260,3060,3272,3245,3260,3068,3278,3260,3278,3278,3278,3278,3276,3273,3048,3272,3250,3251,3251,1738,1738,1738,1738,1738,1738,1732,1741,1740,1741,1738,1736,1738,1575,1332,1314,1314,1314,1332,1330,1332,1332,1332,1261,1314,1314,1332,1332,1332,1332,1331,1330,1332,1314,1323,1337,1812,1329,3039,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3217,456,335,439,439,439,445,57,57,57,57,44,50,50
